Code;ID;Index;Name_r;Name_e;Code_Kind_0;Code_Kind_1;Code_Kind_2;Code_Kind_3;Group;Kind_2;Kind_1;Kind_0;T0;T1;Size_t;Size_Code;Element;X_deg;Y_deg;X_Pul;Y_Pul;u2;X_deg_1;Y_deg_1;X_deg_2;Y_deg_2;Rayon;Icon;INFO;MAP_ID;Поле32;Поле33;Oblast;nextBorder;Y_deg_back;Desc_Long
1786;1796;IV-5-1;Кок-Янгакское;Kok-Djangakskoe;;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;Коренное месторождение;;;0;;73.22;41.22;13350446;4566250;;73.22;41.22;73.22;41.22;Сузакский район;/icon/Gips_nb.png;1786__Kok-Djangakskoe.txt;;;;Джалал-Абадская область;;41.22;До 1970 г. месторождение числилось на балансе. Самостоятельное значение ограничено. Выс. 800-2100м, хорошо освоенный район. <br><br>кат. С1: 0.4 млн.т. <br><br>Содержание гипса 98-99%. <br>Гипс отвечает I сорту. <br><br>9 пластов гипса мощностью 1.4-5.77м в глинисто-карбонатной толще Р.
1787;1797;IV-5-35;Чангетсуйское (участок № 46);Changetsuiskoe (prosp.#46);;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;Коренное месторождение;;Среднее;2;;73.13;40.89;13342704;4531226;4;73.13;40.89;73.13;40.89;Сузакский район;/icon/Gips_nb.png;1787__Changetsuiskoe (prosp.#46).txt;;;;Джалал-Абадская область;;40.9;Перспективный  частично разведанный объект. Выс. 1000 м, хорошо освоенный район,  предварительная разведка  1952 г,  ревизия  1955 г.<br><br>кат. С2: 0.4 млн.т. <br><br>Содержание гипса 95.22%. <br>Гипс I сорта.<br><br>9 пластов гипса (3 км х 1.5-5.7м) в толще Р. Суммарная мощность гипсов 22 м. Вскрыша 1.3.
1788;1798;IV-5-38;Ташлакское;Tashlakskoe;;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;Коренное месторождение;;Среднее;2;;73.07;41;13336963;4525795;;73.07;40.85;73.07;40.85;Сузакский район;/icon/Gips_nb.png;1788__Tashlakskoe.txt;;;;Джалал-Абадская область;1;40.85;Частично разведанный объект.Выс.900-1000м, хорошо освоенный район. Детальная разведка  1938 г, поисково-ревизионные работы 1954,  1957 гг <br><br>кат.А+В+С10.628 млн.т. (учитывались балансом 1958г) <br>кат. Р2: 14.1 млн.т.  <br>Всего 14.7 млн. т. <br><br>Гипс-90.7 %. <br>Ангидрит-5.97%.<br><br>Сырье относится ко II сорту. <br><br>2 пласта гипсов (2-25м х 3-3.5км) в глинисто-карбонатной толще К2.
1789;1799;V-2-5;Акчечек;Akchechek;;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;Коренное месторождение;;Среднее;2;;70.17;40.09;13088078;4457480;;70.16;40.09;70.16;40.09;Лейлекский район;/icon/Gips_nb.png;1789__Akchechek.txt;19;;;Баткенская область;;40.15;Перспективное. <br>Выс. 850м, освоенный район. <br>Поиски  1966-1967 гг кат. С2: 37.4 млн.т <br><br>Гипс I сорта (ГОСТ). <br><br>Гипс белый и светло-серый, сахаровидный. <br><br>Пластовая залежь гипса (3км х20м) в толще P. <br><br>Наклон пластов 200.
1790;1800;V-2-7;Ак-Белесское;Ak-Belesskoe;;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;Коренное месторождение;;Среднее;2;;72.2;40.14;13261284;4446322;;70.2;40.14;70.2;40.14;Баткенский район;/icon/Gips_nb.png;1790__Ak-Belesskoe.txt;;;;Баткенская область;;40.12;Перспективное. <br>Выс. 800 м, освоенный район. Поисково-оценочные работы 1955,  1972 гг <br><br>кат. С2: 48.99 млн т. <br><br>Содержание гипса 98.51%.<br>Гипс I сор-та (ГОСТ). <br><br>Пласт гипса (600х6-19.4м) в пестроцветной гипсоносной толще К2. <br><br>Наклон пласта 100.
1791;1801;V-2-10;Даргун;Dargun;;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;Коренное месторождение;;Среднее;2;;70.12;40.03;13083102;4444751;;70.12;40.03;70.12;40.03;Лейлекский район;/icon/Gips_nb.png;1791__Dargun.txt;;;;Баткенская область;;40.03;Перспективный. Выс. 1400 м, освоенный район. Общие поиски  1966-1967 гг <br><br>кат. с2: 23.4 млн т. <br><br>Гипс I сорта (ГОСТ). <br>ипс белый, сахаровидный,  плотный <br><br>Пластовая залежь гипса мощностью 25-30м в толще P.
1792;1802;V-3-12;Канское (Кан);Kanskoe (Kan);;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;Коренное месторождение;;Мелкое;3;;71.35;40.19;13189107;4457536.49;;71.35;40.19;71.35;40.19;Кадамжайский район;/icon/Gips_nb.png;1792__Kanskoe (Kan).txt;;;;Баткенская область;;40.18;Перспективное. <br>Выс. 1100-1300м, хорошо освоенный район. Поисково-оценочные работы  1956-1971 гг <br><br>кат. P1: 0.83млн.м3 (~1.8 млн.т) <br><br>Содержание гипса в слоях Р: 99.10%. <br>Гипсы Р относятся к I сорту. <br><br>Пласт чистого кристаллического гипса (2кмх30м) в толще К. 2 участка гипсов в толще Р.
1793;1803;V-3-20;Калача;Kalacha;;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;Коренное месторождение;;Среднее;2;;71.02;40.13;13160458;4452026;;71.02;40.13;71.02;40.13;Баткенский район;/icon/Gips_nb.png;1793__Kalacha.txt;;;;Баткенская область;;40.13;Перспективное. <br>Выс. 900м, хорошо освоенный район. Поисково-оценочные работы  1972 г <br><br>кат. Р1: 19.5млн.т. <br><br>Содержание гипса 99.69%. <br>Качество сырья соответствует ГОСТу. <br><br>Пласт гипса (5км х 40-50м) в толще Р. Ширина выходов 300 м, наклон 800.
1794;1804;V-3-21;Бадамча;Badamcha;;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;;;Мелкое;3;;71.12;40.13;13168985;4451649;;71.12;40.13;71.12;40.13;Кадамжайский район;/icon/Gips_nb.png;1794__Badamcha.txt;;;;Баткенская область;;40.13;Выс. 1300 м, освоенный район. Поисково-оценочные работы  1971 г. <br><br>кат. Р1: 5.2 млн.т. <br><br>Содержание гипса 98.51-99.69%.<br>Гипс I cорта.<br><br>Пласт гипса (2км х 30м) в толще К1.
1795;1805;V-4-12;Ордо-Шахское;Ordo-Shakhskoe;;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;;;Мелкое;3;;72.13;40.35;13256438;4472418;;72.13;40.35;72.13;40.35;Араванский район;/icon/Gips_nb.png;1795__Ordo-Shakhskoe.txt;;;;Ошская область;;40.35;месторождение не разрабатывается. Выс.1200-1300 м, хорошо освоенный район. Разведка  1953-1954 гг <br><br>Госбаланс  млн.т: кат. <br>В-0.348  <br>С1-0.763  <br><br>Содержание гипса 85.48-93.59% <br>ангидрита 2.74-4.98 %.  <br>Всего-1.111 млн.т <br><br>Пласт гипса мощностью 18-33 м в толще К1.
1796;1806;V-4-45;Абширсайское (Абширское );Abshirsaiskoe;;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;;;Среднее;2;;72.38;40.27;13277407;4462505;;72.38;40.27;72.38;40.27;Ноокатский район;/icon/Gips_nb.png;1796__Abshirsaiskoe.txt;;;;Ошская область;;40.27;Перспективный объект. Выс.1700 м, освоенный район. Обследование, поиски и оценка 1952, 1955,  1958 гг <br><br>кат.С1-1.3 млн.т  <br>кат.С2-26.4 млн.т <br>Всего 27.7 млн.т <br><br>Содержание гипса 98.84%. <br><br>Гипс относится к I сорту. <br><br>2 пласта гипса  мощностью 65 и 10 м в глинистой толще К2.
1797;1807;V-4-63;Наукатское (Западный и Восточный фланги);Naukatskoe (East&West flang);;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;;;Среднее;2;;72.6;40.32;13295991;4467536;;72.6;40.32;72.6;40.32;Ноокатский район;/icon/Gips_nb.png;1797__Naukatskoe (East&West flang).txt;;;;Ошская область;;40.32;Месторождение разрабатывается. Выс. 1300-1550м, хорошо освоенный район. Разведка  1957г (Восточный участок),  разведка 1983,  1988 гг <br><br>Госбаланс  млн.т. кат. <br>А-2.0.64  <br>В-5.957  <br>С1-8.545  <br>Всего-16.566 млн. т. <br><br>Содержание гипса 93.1%. <br>Ангидрит- 2.14%.<br><br>Плотность- 2.22 г/см3. <br><br>Гипс I и II сорта. <br><br>5 пластов гипса мощностью 3.72-25.0м в терригенно-гипсоносной толще Р.
1798;1808;V-4-77;Французская копь (Боорду);French kop (Boordu);;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;;;Мелкое;3;;72.13;40.18;13255839;4453907;;72.13;40.18;72.13;40.18;Кадамжайский район;/icon/Gips_nb.png;1798__French kop (Boordu).txt;;;;Баткенская область;;40.18;Перспективный объект. Нерегулярно кустарно разрабатывалось местными промкомбинатами. Поисково-ревизионные работы  1955 г. <br>Кат. С2: 7.8 млн.т. <br><br>Гипс - 82.98%.<br>Ангидрит-2.94%. <br><br>Гипс - III сорта. <br><br>2 пласта гипса мощностью 8 м и 32 м в глинисто-терригенной толще К.
1799;1809;V-5-16;Чигирчик;Chigirchik;;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;;;Среднее;2;;73.47;40.32;13369665;4465899;;73.47;40.32;73.47;40.32;Алайский район;/icon/Gips_nb.png;1799__Chigirchik.txt;;;;Ошская область;;40.32;Перспективное,  высококачественное сырье. Выс.1900-2500 м, хорошо освоенный район. <br>Поиски,  ревизия  1980г <br><br>кат. С2: более 38млн.м3 (~83.6млн.т) <br><br>Гипс (гипсоангидрит) - I сорта <br><br>Гипсы мелового возраста мощностью 30-100м. Площадь распространения 3 км2.
1800;1810;VI-2-46;Присохское;Prisokhskoe;;;;;Гипс;Гипс;Прочие неметаллические ископаемые;Нерудные;;;Мелкое;3;;70.98;39.79;13155779;4411425;;70.98;39.79;70.98;39.79;Лейлекский район;/icon/Gips_nb.png;1800__Prisokhskoe.txt;;;;Баткенская область;;39.77;Выс. 1600 м, частично освоенный район. <br>Общие поиски  1962-1963 гг <br><br>кат.Р2: 3-5млн.т  <br>Гипс относится к I сорту. <br><br>Полоса гнездообразных и пластовых тел гипса  мощностью до 20м в толще D. Длина полосы 2 км, ширина 300м.
1801;1811;I-3-2;Покровское;Pokrovskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Крупное;1;;71.57;42.75;13218892;4740752;;71.57;42.75;71.57;42.75;Манасский район;/icon/Water_Fresh_04.png;1801__Pokrovskoe.txt;;;;Таласская область;;42.75;В-66.2тыс.м3/сут<br><br>С1-170.5тыс.м3/cут<br>С2-151.7тыс.м3/сут<br>В+С1+С2-388.4 тыс.м3/сут <br><br>Воды сульфатно-гидрокарбонатные,  натриево-кальциевые и гидрокарбонатно-сульфатные,  натриево-кальциевые. <br>Минерализация до 1 г/л.<br><br>Подземные воды приурочены к рыхлообломочным отложениям QIII-IV, слагающим конус выноса реки Талас.
1802;1812;I-5-1;Аспаринское;Asparinskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;357;Среднее;2;;73.67;43.02;13391276;4763667;;73.67;43.02;73.67;43.02;Жайыльский и Панфиловский районы;/icon/Water_Fresh_04.png;1802__Asparinskoe.txt;;;;Чуйская область;;43;А-134.4тыс.м3/сут<br>В-26.8тыс.м3/сут<br>С2-30.5тыс.м3/cут<br>А+В+ С2-191.7 тыс.м3/сут<br><br>Воды гидрокарбонатно-сульфатные,  кальциевые или натриевые. Минерализация до 0.5 г/л. <br>Водоносный напорный горизонт в толще переслаивания гравия,  галечников,  песчаников,  суглинков QII-IV на площади 200 км2.
1803;1813;I-5-2;Калининское;Kalininskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;358;Крупное;1;;73.8;42.93;13402043;4756096;;73.8;42.93;73.8;42.93;Жайыльский и Панфиловский районы;/icon/Water_Fresh_04.png;1803__Kalininskoe.txt;;;;Чуйская область;;42.93;А-178.8тыс.м3/сут<br>В-133.9тыс.м3/сут<br>А+В-312.7 тыс.м3/сут <br><br>Воды гидрокарбонатные,  гидрокарбонатно-сульфатные,  кальциево- натриевые или кальциево-магниевые. <br><br>Минерализация до 0.2 г/л. <br><br>Напорный горизонт в гравийно-галечниковых отложениях и песках QIII-IV на площади 300 км2.
1804;1814;I-5-8;Западно-Чуйское;Zapadno-Chuiskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;359;Крупное;1;;73.67;42.76;13390924;4741448;;73.86;42.76;73.86;42.76;Жайыльский и Панфиловский районы;/icon/Water_Fresh_04.png;1804__Zapadno-Chuiskoe.txt;;;;Чуйская область;;42.8;А-136.8тыс.м3/cут<br>В-234.2тыс.м3/сут<br>С1-196.5тыс.м3/cут<br>С2-269.9тыс.м3/сут<br>А+В+С1+С2-832.4тыс.м3/сут <br><br>Воды гидрокарбонатные,  кальциево-магниевые. <br>Минерализация 0.2-0.5 г/л. <br><br>Водоносный (горизонт в южной части - безнапорный,  в северной - напорный) в валунно-галечниковых отложениях QII-IV на площади - 560 км2.
1805;1815;I-6-3;Бештерекское;Beshterekskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;360;Среднее;2;;74.12;43.03;13427971;4763183;;74.06;43.03;74.06;43.03;Московский и Жайыльский районы;/icon/Water_Fresh_04.png;1805__Beshterekskoe.txt;;;;Чуйская область;;43;А-110.7тыс.м3/cут<br>В-50.1тыс.м3/сут<br>А+В-160.8 тыс.м3/сут <br><br>Воды гидрокарбонатно-сульфатные,  кальциево-магниевые. <br>Минерализация 0.1-0.7 г/л. <br><br>Напорный горизонт в гравийно-галечниковых,  гравийно-песчаных отложениях QII-IV на площади 350 км2.
1806;1816;I-6-4;Атбашинское;Atbashynskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;361;Крупное;1;;74.33;43.07;13445609;4759317;;74.35;43.07;74.35;43.07;Сокулукский и Московский районы;/icon/Water_Fresh_04.png;1806__Atbashynskoe.txt;;;;Чуйская область;;42.97;А-79.2тыс.м3/сут<br>В-140.8тыс.м3/сут<br>С1-88.2тыс.м3/cут<br>А+В+С1-308.2 тыс.м3/сут <br><br>Вода гидрокарбонатно-сульфидная или сульфатно-гидрокарбонатная,  кальциево-магниевая.<br>Минерализация до 1 г/л. <br><br>Напорный водоносный горизонт в гравийно-галечниковых отложениях  QIII-IV на площади около 1000 км2.
1807;1817;I-6-9;Ала-Арчинское;Ala-Archinskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;363;Крупное;1;;74.63;42.87;13470036;4748057;;74.58;42.87;74.58;42.87;Кантский и Сокулукский районы;/icon/Water_Fresh_04.png;1807__Ala-Archinskoe.txt;;;;Чуйская область;;42.87;А-454.8тыс.м3/сут<br>В-306.12тыс.м3/сут<br>С1-60.48тыс.м3/cут<br>А+В+С1+С2-821.47 тыс.м3/сут <br>Вода гидрокарбонатно-сульфатная,  кальциево-магниевая. <br>Минерализация 0.1-0.7 г/л. <br><br>Горизонт безнапорный, местами - напорный в галечниковых отложениях и песках QII-III.
1808;1818;I-6-13;Центрально-Чуйское;Centralno-Chuiskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;362;Крупное;1;;74.22;42.8;13435919;4740883;;74.22;42.8;74.22;42.8;Московский и Сокулукский районы;/icon/Water_Fresh_04.png;1808__Centralno-Chuiskoe.txt;;;;Чуйская область;;42.8;А-97.3тыс.м3/сут<br>В-173.6тыс.м3/сут<br>С1-123.5тыс.м3/cут<br>С2-205.8тыс.м3/cут<br>А+В+С1+С2-600.2 тыс.м3/сут <br>Вода гидрокарбонатная,  кальциевая, кальциево-магниевая. <br>Минерализация 0.3-0.5 г/л. <br><br>Водоносный горизонт (безнапорный на юге,  напорный на севере) в валунно-галечниковых отложениях с песчаным заполнителем QIII-IV на площади 350 км2.
1809;1819;I-6-18;Сокулукское;Sokulukskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Крупное;1;;74.25;42.7;13438546;4729749;;74.25;42.7;74.25;42.7;Сокулукский район;/icon/Water_Fresh_04.png;1809__Sokulukskoe.txt;;;;Чуйская область;;42.7;В-143тыс.м3/сут<br>С1-189тыс.м3/cут<br>С2-100тыс.м3/cут<br>В+С1+С2-432 тыс.м3/сут <br>Вода сульфатно-гидрокарбонатная. <br>Минерализация 0.316 г/л. Общая жесткость <7 мг-экв/л. <br><br>Подземные воды приурочены к рыхлообломочным отложениям QII-III конусов выноса рр. Сокулук и Джеламыш.
1810;1820;I-6-30;Орто-Алышское;Orto-Alyshskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;365;Крупное;1;;74.62;42.72;13468599;4731400;;74.62;42.72;74.62;42.72;Сокулукский и Аламудунский районы?;/icon/Water_Fresh_04.png;1810__Orto-Alyshskoe.txt;;;;Чуйская область;;42.72;А-159.8тыс.м3/сут<br>В-401.8тыс.м3/сут<br>А+В-561.6 тыс.м3/сут <br>Вода гидрокарбонатно-сульфатная,  кальциево-магниевая. <br>Минерализация 0.2-0.8 г/л. Общая жесткость 1.2-12.0 мг-экв/л. <br><br>Безнапорный водоносный горизонт в валунно-галечниковых отложениях с песчаным заполнителем QII-III.
1811;1821;I-7-21;Токмакское;Tokmakskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;366;Крупное;1;;75.18;42.74;13515010;4735047;;75.44;42.74;75.44;42.74;Кантский район?;/icon/Water_Fresh_04.png;1811__Tokmakskoe.txt;;;;Чуйская область;;42.75;А-71.3тыс.м3/сут<br>В-291.5тыс.м3/сут<br>С2-1426тыс.м3/cут<br>А+В+ С2-1788.8 тыс.м3/сут <br>Вода гидрокарбонатная,  кальциево-магниевая или магниево-кальциевая. <br>Минерализация 0.1-0.3 г/л. Общая жесткость 2.7-4.9 мг-экв/л. <br><br>Безнапорный водоносный горизонт в валунно-галечниковых отложениях с песчаным и суглинистым заполнителем QII-IV.
1812;1822;I-7-36;Восточно-Чуйское;Vostochno-Chuiskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;367;Среднее;2;;75.82;42.81;13566827;4739057;;75.78;42.81;75.78;42.81;Кеминский район;/icon/Water_Fresh_04.png;1812__Vostochno-Chuiskoe.txt;;;;Чуйская область;;42.78;А-16.3тыс.м3/сут<br>В-26.9тыс.м3/сут<br>С1-94.6тыс.м3/cут<br>А+В+ С1-137.8 тыс.м3/сут <br>Вода гидрокарбнатно-сульфатная,  кальциево-натриевая. <br>Минерализация 0.2-0.3 г/л.Общая жесткость 1.6-4.4 мг-экв/л. <br><br>Безнапорный водоносный горизонт в валунно-галечниковых отложениях с гравийно-песчаным заполнителем QII.
1813;1823;I-7-37;Боролдайское;Boroldaiskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Среднее;2;;75.83;42.8;13568208;4737220;;75.81;42.8;75.81;42.8;Кеминский район;/icon/Water_Fresh_04.png;1813__Boroldaiskoe.txt;;;;Чуйская область;;42.77;А-6.05тыс.м3/сут<br>В-7.95тыс.м3/сут<br>С2-82.0тыс.м3/cут<br>А+В+ С2-96.0 тыс.м3/сут <br>Вода гидрокарбонатная,  кальциево-магниевая. <br>Минерализация 0.2-0.4 г/л. <br><br>Безнапорный водоносный горизонт в валунно-галечниках, гравийно-галечниках QII-III.
1814;1824;I-9-22;Чоктал-Ананьевское;Choktal-Ananjevskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;369;Крупное;1;;77.43;42.7;13699387;4732349;;77.44;42.7;77.44;42.7;Иссык-Кульский район;/icon/Water_Fresh_04.png;1814__Choktal-Ananjevskoe.txt;;;;Иссык-Кульская область;;42.7;В-82.1тыс.м3/сут<br>С1-114.1тыс.м3/cут<br>С2-304.7тыс.м3/cут<br>В+С1+С2-500.9 тыс.м3/сут <br>Вода гидрокарбонатная,  кальциевая и гидрокарбонатная,  кальциево-магниевая. <br>Минерализация 0.1-0.5 г/л.Общая жесткость-5.7мг-экв/л. <br><br>Напорный водоносный горизонт в песчано-валунно-галечниковых отложениях с прослоями глин QII-IV.
1815;1825;I-9-31;Каменка-Кутурга;Kamenka-Kuturga;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Среднее;2;;77.83;42.76;13732041;4737074;;77.84;42.76;77.84;42.76;Тюпский район;/icon/Water_Fresh_04.png;1815__Kamenka-Kuturga.txt;;;;Иссык-Кульская область;;42.73;С2-129.6 тыс.м3/сут <br>Подземные воды гидрокарбонатные,  кальциевые. <br>Минерализация 0.1-0.2 г/л. Общая жесткость 1.3-4.1 мг-экв/л. <br><br>Водоносный горизонт в рыхлообломочных отложениях QII-III,  конуса выноса предгорных шлейфов.
1816;1826;II-3-1;Грозненское;Groznenskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;371;Среднее;2;;71.23;42.6;13190853;4725251;;71.23;42.6;71.23;42.6;Бакай-Атинский район;/icon/Water_Fresh_04.png;1816__Groznenskoe.txt;;;;Таласская область;;42.6;А-56.7тыс.м3/сут<br>В-43.2тыс.м3/сут<br>А+В-99.9 тыс.м3/сут <br>Вода гидрокарбонатная,  кальциевая. <br>Минерализация до 0.7 г/л. <br><br>Безнапорный водоносный горизонт в галечниковых и гравийно-галечниковых отложениях QII-IV.
1817;1827;II-3-2;Коксайское;Koksaiskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;373;Среднее;2;;71.12;42.53;13180937;4718277;;71.12;42.53;71.12;42.53;Бакай-Атинский район;/icon/Water_Fresh_04.png;1817__Koksaiskoe.txt;;;;Таласская область;;42.53;А-43.5тыс.м3/сут<br>В-71.9тыс.м3/сут<br>С1-51.0тыс.м3/cут<br>А+В+ С1-166.4 тыс.м3/сут <br>Вода гидрокарбонатно-сульфатная,  кальциево-магниевая. <br>Минерализация 0.1-0.8 г/л. Общая жесткость 0.6-7.8 мг-экв/л. <br><br>Безнапорный горизонт в валунногалечниковых и мелкогалечниковых отложениях с песчаным и суглинистым заполнителем QII.
1818;1828;II-3-4;Сулу-Бакаир;Suulu-Bakaiyr;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Крупное;1;;71.67;42.56;13226277;4720054;;71.67;42.56;71.67;42.56;Бакай-Атинский и Кара-Бууринский районы;/icon/Water_Fresh_04.png;1818__Suulu-Bakaiyr.txt;;;;Таласская область;;42.57;А+В+С1+С2-781.1 тыс.м3/сут <br>Вода гидрокарбонатная, сульфатно-гидрокарбонатная,  магниево-кальциево-натриевая. <br>Минерализация 0.2-0.38 г/л. Общая жесткость 2.5-7.0 мг-экв/л. <br><br>Конус выноса рр. Сулу-Бакаир и Урмарал, сложенный рыхлыми отложениями QII-III.
1819;1829;II-4-45;Кульмамбес;Kulmatbes;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;374;Мелкое;3;;72.75;42.45;13314898;4704159;;72.7;42.45;72.7;42.45;Таласский район;/icon/Water_Fresh_04.png;1819__Kulmatbes.txt;;;;Таласская область;;42.45;С1-1.7 тыс.м3/сут<br>С2-6.9тыс.м3/сут<br>С1+С2-8.6тыс.м3/сут <br>Вода гидрокарбонатная, сульфатно-кальциевая. <br><br>Безнапорный водоносный горизонт в валунно- и гравийно-галечниках с песчано-суглинистым заполнителем QIV.
1820;1830;II-4-47;Бешташское;Beshtashskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Крупное;1;;72.27;42.43;13275073;4703475;;72.27;42.43;72.27;42.43;Таласский район;/icon/Water_Fresh_04.png;1820__Beshtashskoe.txt;;;;Таласская область;;42.43;В-23.8 тыс.м3/сут<br>С1-60.1 тыс.м3/сут<br>С2-119.8тыс.м3/сут<br>В+С1+С2-203.7 тыс.м3/сут <br>Вода гидрокарбонатная,  сульфатно-кальциевая, реже гидрокарбонатная,  сульфатно-натриевая. <br>Минерализация <1г/л. <br><br>Водоносный горизонт в рыхлообломочных отложениях QII-IV конуса выноса р.Бешташ.
1821;1831;II-4-49;Тушашу;Tushashu;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;375;Среднее;2;;72.73;42.38;13313328;4696789;;72.73;42.38;72.73;42.38;Таласский район;/icon/Water_Fresh_04.png;1821__Tushashu.txt;;;;Таласская область;;42.38;А-2.3тыс.м3/сут<br>В-3.9тыс.м3/сут<br>С1-24.8тыс.м3/cут<br>А+В+ С1-31.0 тыс.м3/сут <br>Вода гидрокарбонатно-сульфатная,  кальциевая.
1822;1832;II-7-1;Иссык-Атинское;Issyk-Atinskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Крупное;1;;75.03;42.65;13502733;4723923;;75.03;42.65;75.03;42.65;Ысык-Атинский район;/icon/Water_Fresh_04.png;1822__Issyk-Atinskoe.txt;;;;Чуйская область;;42.65;С1+С2-889.9 тыс.м3/cут <br><br>Воды гидрокарбонатно-сульфатные. <br>Минерализация до 1.5 г/л. <br><br>Подземные воды приурочены к аллювиально-пролювиальным отложениям QII-III конуса выноса р.Иссык-Ата.
1823;1833;II-7-29;Окторкойское;Oktorkoiskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Мелкое;3;;75.58;42.63;13547848;4722235;;75.58;42.63;75.58;42.63;Кеминский район;/icon/Water_Fresh_04.png;1823__Oktorkoiskoe.txt;;;;Чуйская область;;42.63;А-6.1тыс.м3/сут<br>В-8.3тыс.м3/сут<br>А+В-14.4 тыс.м3/сут <br>Вода гидрокарбонатная,  магниевая-кальциевая. <br>Минерализация 0.1-0.3 г/л. Общая жесткость 1.2-5.1 мг-экв/л. <br><br>Безнапорный водоносный горизонт в валунно-галечниковых и галечниковых отложениях QII-III.
1824;1834;II-7-77;Шамсинское;Shamsinskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;376;Мелкое;3;;75.45;42.32;13537098;4686992;;75.45;42.32;75.45;42.32;Кочкорский район;/icon/Water_Fresh_04.png;1824__Shamsinskoe.txt;;;;Нарынская область;;42.32;В-4.0тыс.м3/сут<br>С1-23.6тыс.м3/cут<br>В+ С1-27.6 тыс.м3/сут <br>Вода гидрокарбонатно-сульфатная,  кальциево- магниевая. <br>Минерализация 0.2-0.5 г/л. <br><br>Безнапорный водоносный горизонт в валунно-галечниковых с песчано-глинистым заполнителем отложениях QIII-IV в долине реки Шамси.
1825;1835;II-7-78;Каракол-Шамси;Karakol-Shamsi;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;;Среднее;2;;75.42;42.17;13534432;4670316;;75.42;42.17;75.42;42.17;Кочкорский район;/icon/Water_Fresh_04.png;1825__Karakol-Shamsi.txt;;;;Нарынская область;;42.17;С1-156.4тыс.м3/cут <br>Воды гидрокарбонатные,  кальциевые, гидрокарбонатно-сульфатные,  кальциево-натриевые. <br>Минерализация 0.2-0.6 г/л. Общая жесткость 1.65-4.5мг-экв/л. <br><br>Водоносный горизонт в рыхлообломочных отложениях QIII-IV конуса выноса р. Каракол.
1826;1836;II-8-10;Рыбачье-Тамчинское;Rybache-Tamchinskoe;4;41;411;;Пресные воды;Пресные воды;Подземные воды;Воды;;378;Крупное;1;;76.6;42.55;13631417;4714054;;76.6;42.55;76.6;42.55;Иссык-Кульский район;/icon/Water_Fresh_04.png;1826__Rybache-Tamchinskoe.txt;;;;Иссык-Кульская область;;42.55;А-123.0тыс.м3/сут<br>В-156.4тыс.м3/сут<br>С1-230.0тыс.м3/cут<br>А+В+ С1-509.4 тыс.м3/сут <br>Вода гидрокарбонатная,  кальциевая и кальциево-натриевая. <br>Минерализация 0.1-0.3 г/л. Общая жесткость 1.3-5.3 мг-экв/л. <br><br>Безнапорный водоносный горизонт в галечниковых, валунно-галечниковых отложениях с песчано-глинистым заполнителем QII-III.
